customer_id,name,city,signup_date,total_orders,last_order_date,support_tickets,avg_review_rating,total_spent_pkr,preferred_category,used_coupon_last_order,churned
C1249,Wajiha Sheikh,Rawalpindi,2024-06-11,8,2025-07-07,2,5.0,22965,Accessories,No,Yes
C1250,Areeba Khan,Multan,2026-06-30,6,2026-07-07,3,3.8,64273,Laptops,No,No
C1251,Sana Malik,Faisalabad,2026-03-28,1,2026-07-02,3,2.5,8274,Kitchen Appliances,Yes,No
C1252,Shahid Malik,Peshawar,2026-04-16,4,2026-07-24,1,4.5,26181,Home Appliances,No,No
C1253,Haris Iqbal,Multan,2025-03-25,2,2026-06-23,4,4.9,8378,Smartphones,Yes,No
C1254,Asad Hussain,Lahore,2024-12-30,2,2025-07-02,0,3.6,8717,Laptops,No,Yes
C1255,Areeba Chaudhry,Karachi,2025-11-23,7,2026-05-09,0,3.3,60493,Smartphones,No,No
C1256,Sara Khan,Peshawar,2025-03-25,4,2025-10-23,0,2.3,18667,Smartphones,Yes,No
C1257,Waqas Malik,Rawalpindi,2024-03-10,3,2025-08-14,1,3.2,19535,Smartphones,Yes,No
C1258,Kashif Sheikh,Islamabad,2026-03-29,8,2026-04-16,3,5.0,26279,Accessories,No,No
C1259,Anum Sheikh,Karachi,2025-06-05,5,2026-05-04,0,4.5,47066,Laptops,Yes,No
C1260,Laiba Butt,Faisalabad,2025-02-06,3,2025-10-23,1,4.7,26994,Kitchen Appliances,Yes,No
C1261,Adnan Khan,Peshawar,2024-04-22,5,2025-11-28,1,1.9,51435,Audio,No,Yes
C1262,Asad Chaudhry,Rawalpindi,2026-06-01,8,2026-06-12,0,4.3,64322,Accessories,Yes,No
C1263,Fahad Butt,Rawalpindi,2025-10-02,4,2026-07-03,2,5.0,70925,Audio,No,No
C1264,Sara Malik,Rawalpindi,2024-11-02,2,2025-07-19,2,4.1,26717,Accessories,Yes,Yes
C1265,Kashif Sheikh,Hyderabad,2025-08-19,1,2026-07-12,0,4.0,10660,Smartphones,No,No
C1266,Kashif Malik,Multan,2024-06-27,1,2026-02-16,0,4.7,4696,Smartphones,No,No
C1267,Iqra Hussain,Sialkot,2026-03-20,2,2026-05-10,0,5.0,29547,Audio,No,No
C1268,Yusra Chaudhry,Multan,2025-11-15,5,2026-05-03,0,3.8,26272,Smartphones,No,No
C1269,Ahsan Chaudhry,Karachi,2025-12-27,4,2026-01-05,5,4.1,68075,Laptops,No,No
C1270,Amna Iqbal,Multan,2026-01-11,4,2026-07-09,3,3.2,30816,Smartphones,No,No
C1271,Areeba Ahmed,Multan,2025-10-12,6,2026-07-31,0,3.0,30469,Audio,No,No
C1272,Junaid Qureshi,Peshawar,2026-03-20,6,2026-06-04,0,5.0,42427,Home Appliances,No,No
C1273,Usman Iqbal,Islamabad,2025-06-12,1,2026-06-23,1,4.2,11707,Accessories,No,No
C1274,Komal Malik,Sialkot,2025-04-13,1,2026-06-10,0,4.8,11089,Kitchen Appliances,No,No
C1275,Sadia Butt,Lahore,2026-05-12,3,2026-05-22,3,4.4,27384,Home Appliances,No,No
C1276,Ayesha Butt,Islamabad,2024-09-16,2,2026-06-20,1,5.0,19599,Kitchen Appliances,No,No
C1277,Adnan Hussain,Islamabad,2025-06-17,7,2026-01-23,0,4.8,46079,Home Appliances,Yes,No
C1278,Areeba Ahmed,Lahore,2024-08-16,2,2025-10-27,1,3.9,6890,Audio,No,No
C1279,Saad Sheikh,Sialkot,2025-11-02,3,2026-06-21,0,4.0,34062,Accessories,Yes,No
C1280,Alishba Sheikh,Islamabad,2026-01-11,10,2026-06-12,0,1.5,92486,Kitchen Appliances,Yes,No
C1281,Tariq Iqbal,Lahore,2026-04-03,3,2026-06-11,1,4.6,50148,Smartphones,No,No
C1282,Mariam Malik,Sialkot,2024-11-06,4,2026-06-10,4,3.5,27738,Accessories,No,No
C1283,Tariq Hussain,Quetta,2024-11-23,4,2026-07-12,0,2.9,52210,Audio,Yes,No
C1284,Fatima Butt,Karachi,2024-05-29,3,2026-03-16,3,5.0,21592,Home Appliances,No,No
C1285,Saad Ahmed,Rawalpindi,2026-02-14,2,2026-04-09,2,3.3,23754,Smartphones,Yes,No
C1286,Rizwan Sheikh,Hyderabad,2025-06-14,6,2025-11-10,2,5.0,52515,Accessories,Yes,Yes
C1287,Kashif Khan,Rawalpindi,2026-05-29,3,2026-06-15,2,3.6,30988,Kitchen Appliances,Yes,No
C1288,Amna Iqbal,Quetta,2024-10-31,3,2025-12-01,1,3.6,49094,Kitchen Appliances,Yes,Yes
C1289,Salman Khan,Islamabad,2024-11-23,6,2026-04-13,3,3.1,40025,Audio,Yes,No
C1290,Ahsan Khan,Quetta,2026-02-16,4,2026-02-28,3,4.1,68466,Kitchen Appliances,No,No
C1291,Salman Iqbal,Quetta,2025-10-16,2,2026-02-27,2,4.3,8172,Accessories,No,No
C1292,Danish Chaudhry,Faisalabad,2025-08-30,5,2025-11-27,0,5.0,79266,Home Appliances,No,No
C1293,Sobia Butt,Karachi,2024-03-29,7,2025-09-27,1,3.7,20262,Audio,No,Yes
C1294,Rizwan Hussain,Peshawar,2024-06-07,1,2025-08-03,5,4.2,13557,Kitchen Appliances,No,No
C1295,Bilqees Iqbal,Hyderabad,2025-08-28,7,2025-08-29,3,4.1,31382,Home Appliances,Yes,No
C1296,Fatima Ahmed,Rawalpindi,2025-07-03,2,2026-02-24,1,4.6,23153,Audio,Yes,No
C1297,Omar Chaudhry,Sialkot,2024-10-04,1,2026-04-23,1,4.5,7125,Smartphones,Yes,No
C1298,Kashif Iqbal,Peshawar,2024-11-25,8,2025-12-09,0,4.3,30021,Home Appliances,Yes,No
C1299,Sana Khan,Quetta,2025-09-24,2,2026-05-06,1,4.8,29172,Laptops,No,No
C1300,Anum Hussain,Quetta,2025-06-04,1,2025-10-31,0,3.8,7494,Accessories,Yes,Yes
